RollNumber	Course Code	Marks (200)	Grade	Grade Points
10efc6e057047355f4c04855a8315c66e879d2751475c04c28f0d48f1d8699eb1817592c6e865f54b091f179c08cde2299538575090287c1bda74ac34d419f7f	MAT1002	126	B+	7
c5d660c9c2479233aa62ac0435238d0a80ecfe43ce6b9323afed7e903c75e3116dfb5e9bb22a0e733be09492e20645c4a9f7f340becba8b7ccb19a25f7001fee	MAT1002	105	B	6
5d2ff804b167fb80d708f24a1e7dd9e361eb803a1c718fdb71e8d2cba37241f66f67c5be603021d31fac537b4761a561322c5dc402d46fa7c1853aca750ff509	MAT1002	97	B	6
de150765e86ab0ea2ab42ba81589528be93d53a5838b148a6e134c7419999feb69de725875b7fc38f84d71c0e71634157c58fed8a423939d63a9255ee5398493	MAT1002	99	B	6
99c7a3e751bb961508bc31de2f801c90602e426cbb12324e6dd36bf8ea0843c44493181701b44bcacb71718ba52012637cf0d3ac2e28c0cb96e7940ca8256539	MAT1002	121	B+	7
151983305bc07e6eee68ca306285fd61dd061de4fdf46f93271bba427dd81ddb23dc02b58ec08c6d2fe75852cbfb948cc82890f401a8e757b9cdf9e4c6b3c102	MAT1002	124	B+	7
4309f4c73767b5a72c0d4047fe9f6b8991fb529679326e93d335aa7f0e26f5c05ce35fa2dad890091eb49a8ca0c3f81b8fe5215f8ef7e053b808d774cdd08	MAT1002	136	A	8
8f9ed98e4666300376b27186ce1ba5de8300771de8c72c9b30c5d5c6e738df89c8a3d7f8300158d3efa39de90cca4d7d07afaa96deec0146aa0a76c4cf85e04a	MAT1002	198	O	10
d4ca93ef133e087e3b6d4d50b6bb1c8b86068b2c100d15b75c7df6a20f9a82b6256c03197ddd6f338f8ae4a92ec514e05a22edbde14b8a5df061c919773930bc	MAT1002	111	B+	7
e665fadcae85f5f56736de86394d63aa4e1a235f1ef3c0a19ce188809987f4a1a6beda2d74f292f05915e10849f099bd942a5a64ef9858642e7fce7cbd1af9a0	MAT1002	123	B+	7
48f27646e516739706ff85170a39f709999b237e238c06b9861c9ad3a6e6e6aa2c2693e7d7f6520777fe374d4f0373d622f26e8d6057f2c5f91c5a7fc251a2b8	MAT1002	102	B	6
f7cb78c37e61890059c6d34175b93f25a2d88f8dff5ea5aa388882a9b267e9a1ecfc2ef92f46f31f66177e93578310078d25939b01ca2bfba5fcf5f9dab00198	MAT1002	135	A	8
4d74e893f787f8c023133ae83eb5abc4bfd57fe2e8ed1cd04aebd881022f2f4c64007764375053a8e9d7866e0311fcd1fa5b11c7473bcd4bf8c4c0cf5fa14957	MAT1002	109	B	6
3a272a0935541d8283595bfba5f1035e8461b7102c446c50b3900acd93d347224fcd2dc1aff84d90c6a23de206d18c9901ac93ba1cde177f8342e67d727398c4	MAT1002	196	O	10
fe63b9f7394521798356a27590d42dc03348e123ce74340a6f5d85fb213d5ef5667e0707e3198c7cace2c8fec8dbe63e690563eebbebf6e19ab381c48a277b42	MAT1002	100	B	6
ed13a108a5baa975223432486bdef55d7325a028707a6b526675ebcc6f794b398754a2319f6a4956e3f9c41e6e30844dbde5dcc4e6879ae1da71dffe78b56d76	MAT1002	123	B+	7
62bdafe2969f3c9e29f89c9a2807fc708dfad7807f7f01dba29c8e2b5d42f1db5e6bbded4b8d9666eec0ee0ad52a7cca6590fece1975ed8e193330d51659eade	MAT1002	99	B	6
6b1233b3a08e3ad6072e13844c389b4d4eb621c880fb5835cc02ca904d7f1fcfd359ae50742e47df6472896f8d2fdb1d7a0a75924b2c40d95f63aad2528f91a2	MAT1002	158	A+	9
a4a3d3843fb15b21ef9a791564c912e9a963fd5a6406d41b37d6a168a53e7092040621461cb259126234b26a0c1fa7c31c0b66e1b949f5c4b522b31c354647a3	MAT1002	93	C	5
b5cc9b0441eeec0226d316d91e0b7501898af1731873eae9df18541f04f846806b2ad53a126fac74579b18a9bb0ae00235ed19aab6f57c042cee9efc8886cf05	MAT1002	137	A	8
fdfc872ffad63695c4717ac716d1acdb4ec5a615d914744fc06eab657700510f35e44d6e120b951b0de63f4bd010cdb4665c2bcff09720a8ce26c8509a18581a	MAT1002	101	B	6
ff83517e8b096f409555c86fe12a3bc9609c36b31e65f929a588ff49e859bbd2a675eae03a3dafd75aecf5e6dc8e1a9a46584ce76f5dc86adcd22ace987257ee	MAT1002	112	B+	7
a6efb13933ace2e7efd9544a14c0a9f688bfa12c0cdaa1a2f6a00e3d3696e5044952fe9c6c6c43afdcd78dd489ed98f15737127c4bdea68a9101d23e0f866264	MAT1002	89	C	5
dc9342e052b0334078e16f8f94d50bb06a3a26a0f2be8ee5360679845065cf3135d255dd31888250cc1666150c1eb7700b071c2b90c85d4bf20879b3011ad9e2	MAT1002	139	A	8
5db9e73564b1f5cba2704d05ffc892879670367f343e29c59eced72bbf8536064523e412c8f4e8a835dc0c4adfb1c9e064a2a46093e49d27405bf5e4825d89fe	MAT1002	156	A+	9
4e8a0855e187628df5f24a7f5292a96db5234116c99fbc37959d67205678d68b4ddd2a5b5074a4e1d7c4c8f4ec2ef71d453e6ccc77e88721c32e90036074166c	MAT1002	103	B	6
6466d8228c8db2cd456b51dd5c86119050d595e488560abe9bc67b0ec36bce6f6c336fc7c96a82e34c94156fa5dd89932f6ec694af9ce62520508d4953549e56	MAT1002	109	B	6
9fd62a97541fc9490c5a88d44f78f47644ddb061ab7ba70709718eb0cc538d25c02b7367e7b873e5bfd93d2e43a79cbf4a9c8350981c539a173c3641c3ffa372	MAT1002	165	O	10
9bdfe3b202e07512b5f4735590776eaa2d206bbfe9117597b5f7ea00e5dc17ca6bc2e51c70da4060505b48d65b6c131c1ffcfb551b40014409c087cb3693e526	MAT1002	148	A+	9
f1c92e4b4b6a5afd91d1398595c21c07dc4a7bcce3c29f7730696e81358cda40b6abeb1ae0a8e07b5a067b3f23fdf330cb4f20a5f219be4dfbfe39b11d260006	MAT1002	119	B+	7
fa9f300b366dd5b13d2be9fd17fe8ecad8728b66f19dc6ca01db42d69633065cac715d99812f559dbe68f8f01e77fb8cce5518937d1c1d33a981d8685ccbd42f	MAT1002	154	A+	9
fb7bded9f91935a397da4150500e29e9665cd1bff48048034e04f4d85b0df55bafa766064538bb55ba20ba1ce7434e73890172aa2f59b3326f15cf36b71271dc	MAT1002	158	A+	9
69fdde197eddcf696f50dbe8854af897fc631c275336477f52b5aa939fa300e64b902cf4453ef5075dd7222f95e062bc8cacce6d936935974f01c83f56caeea5	MAT1002	97	B	6
787918a9918125b0d14735d32855ffdcec82105bbd21beb34c23dd77d8cd981df064e2a915da2796a1bf4cbbd10539847ce0f5c2d4cffee36fa965e4d8d257a3	MAT1002	148	A+	9
64224a41be859618a11b731968aef1c871dbfc63b367c35d885354fdbbb94c3600bf327cc3af47937f2de0189a87d1a78e61ac3d0ecd4db5a68d747ef5ba4892	MAT1002	89	C	5
70a11ed354f1515fd3fcd4a78f2ae5fdf187e04653e3b36f444a8f0267188ef31e4e12e85e013dc5e680023b7e1a419593b4a73c3293d54e96a0bd179c23e6a5	MAT1002	146	A	8
140b8a13e4270a67eb9d7f7e9d2427837bea45649368b6d406816e7501556b8f62cd947435062b5df9d1fe5c5c9c10d69150e7ad0c9ed487d0816faa2b8be1db	MAT1002	111	B+	7
71ddb51955c216f0f1bf967a91219d9b82b7184b10baa0cff40f3e93bfd4790b48447aebceea8a52041280282963c40ef04a926a08fadd358e5763b9cb14086a	MAT1002	114	B+	7
cf661c5f5905da196b85f6ee7bafb9d3e2b734a7f3a629fdd298586bb3a7da7624371a20847aec40834c49b98e216b41d020713c0529d598011d5fd098720ed9	MAT1002	162	O	10
71ab1c2f5586eeb8846da0fba8c799087379dd1344d10ae3afb0e84f502360648eb122a62858de9a77e206b21cdfcc19c4c8bd9e8956b51b4c4215cc0b30b5ec	MAT1002	90	C	5
bc20f3b61ce7d681de655bb6d7906299f9c32d1ee763d4bab14019e919fd23b9cee6ddeb940ac634bd35bcdbe9a11c2255f4d2885dafa89aed6d4877346f23e	MAT1002	124	B+	7
88fe3ff9394cba251c78c233d8f37e9d9891386fc28622c12979980b91d53ec67c674ba9da7e1e9894b201b53171997507b9eadf558b80e8b787fb0e8beef399	MAT1002	95	C	5
506a1f3b2e2bead904a2610fe7fb0e92899c8b5fb16ff69c89a7eaa8fb5e4a13574a364cf0cf591c1a2115e016c79e53a5de4fd9e9ccc57a3faebb0660598b57	MAT1002	106	B	6
768792dcbfaa4db899c8ea9216fde559659970bd1df32a2047dca1b3e5f844aa0c0c1d35b372ebd235d91afb73dd6cc70b6616d97807096463058345d68ed29b	MAT1002	100	B	6
22bfebc996b9c2d73058a53050b0f0780d637165dec498e46af27ee0ad608f27bbec9a50dda8a67869fe3ffa8fe7cee2bfbff87f7b6d83c720b740789b0ca716	MAT1002	89	C	5
afe11b45d6cca30de0aae5cf057dc38629594dd00551bcd70e7d4926dacef2591466446bd31c0dbe9200915281db12751bacc553b2168a7f0ab70a6385499177	MAT1002	138	A	8
f695ca8dc43babf2145139c3996d615ce6c7abbc052f3e9c0ba4b672f84c6c4a5ae844c4acbb6b89a15b70cbd96b3daf79f9502e693b747e9aca72e7dadb1c63	MAT1002	88	C	5
c8f1c8a4c0227441d9bda675310a29c1f5545ece1dd2065348cb2bf0b58d849d5757d5d96720f4ba575bf215ed825269d821ae12eb3532dab0f1ce6559049217	MAT1002	90	C	5
bc55049a01b1e77dabab3416d0b8a76def025fc6a5cb6c19e3b12da39f1f0d801fce08cd151cc5ba5c63806cebcbbec5cbfab12de8f8e43f2c5641b4c6110f91	MAT1002	139	A	8
84e332b6a547e6262fabc36a4a76641331a60f47d8649635e18d0ef794250a5c4d963431417da6e689cfa72d688fb27db0a2a6dab801a4b4d67eb2739078c6ad	MAT1002	119	B+	7
4fdb53d74facfcd1a2f55ff57a07db152e46c149f997430ddd5bc922834188f8f2df65ec73e90a238723521a50032e02d865368d20d3e88982101294d317d7aa	MAT1002	121	B+	7
ae2ee9f939b136b92d9b3fc66bf7c2cbcb18a9daa2834ed254eefaaaf766ddc0f32b8590cfda99e3ba7599428066722bd4b398fb495728e92821d6cf31c4e44e	MAT1002	146	A	8
34fd3f3a1579b929c3b8ebc4fad4c8a513c5e7ba6b79fa7554f5255712afe73781f1f11ce6b4d7a79c96097cb26410017e630a17ce62cce566c1e2fa2542159d	MAT1002	139	A	8
9c74396520ab5783afbb8f757e0dc60d4de7abf872e6114cd25465b3f4a3d5f08b0f385a9a5a63def88835ac86b9b8484a787327c4bdab47121f041a83bf4eb0	MAT1002	128	B+	7
446d8228098eb852c0e564fb8edd904eb0409652e8688f762abbaa14effadbf350e8df03f17927823c02d8f7ab0a3fc6b30d2646639e7c285a086d100ce64286	MAT1002	107	B	6
e155dc995283378a7fea53f60870c56d86216724c9a1f2b746f097b28ce72f099b223281d1bbf0bcd06fbef897363dd0add2c7e321ccd76d872674cba1b0152f	MAT1002	93	C	5
2ded1b8468cd679f19cc80818226d47d0f5df14576478d171ab60e365432c5dd082a1f298e7e3a97e9d571b962a104ec45eb611c2fc46cda9d595f240b9e7e20	MAT1002	97	B	6
12a098014c29f9ca5db85cdf62e8ce4aa459815558b0325d9b0843c8aa3c92819aaa754a34d7b637fc322369b89ce344db0926f9708f758fa761ad1b7c64011e	MAT1002	108	B	6
e9e59c2c292fdb9765bccac7c95da4de0ad1c6b04ca237c50d9485b7ffd56989113f52734b62e78979c50a598b0fce9bea0feb9e09fa7bcce1f7207b73c2155c	MAT1002	102	B	6
38cbbbc2ac91044e7f6a6984b09c9096a8f8827f7b1cfd9f5ffcfc907204f44af782b538719014b9aaff56d2b52027e2a08d684c312c795cf99994902418448f	MAT1002	123	B+	7
a36bca704dba99e59f653138b25f5294d60070ba2dc92e839d763d50dd689119b6f103993c3b2c0ec848b63c41978a4aa79d2cc434e05f2cdbd33354b4870be5	MAT1002	128	B+	7
a736d440a1b3ea20ad90015fb92bff1a351bdccb237db6d50e265cc00e20c49c6670ae3050878f8f5e2a26491f720f5b1cec6b3b4e9b0005d22453d3eb7d8b97	MAT1002	114	B+	7
50729adda5d2a3887f324ab3cdff5771a73783ae422e2469750754fd8ad1d075aeb4e06b2b3e4c2d5f6411c5fb8aa6d3ff4b2715bf0d050ae4e51eacf71a93cd	MAT1002	117	B+	7
6a433d8fa3a87180702c156e7eb1caf9ebb344ede136b26e68cbb07e4e731a77890fb6c8b42a673e369271e5f26dfb14712dfb45bcf3ad6237fca2399805537c	MAT1002	95	C	5
cdb658c6a2096b3234a2c37991ef3e4c9efd53f8dfef1f01e0af816073a18d97ab8358f743f56ae3fc404abf3cabcd1353862938f9d78d42aa20dbcbbe80ad8f	MAT1002	148	A+	9
3bd3b131c2c8e472312dcdcd984e97672385c2c334982f6834eef5f747abae9c2c188d75c3208f22df2fa850b0e2b0e584f54f4a5215673de06f6b6a5a7bbf37	MAT1002	102	B	6
fcf1f638a8fef74f1e996e93f7ba73ed25e580ce2da2b2c35e7dc73a0f92c035153ab07487f8d899093b2366c950ce384ac5c0f5ec25f762d5cdb1343bba8e5f	MAT1002	114	B+	7
e1f050ce6913aa17f0e1e5c55a1e204eb0b51b8b020be3447c6fa585e40577e19066a42db5506bf523189ebbedc8908d00e05d8f3c42a7590349e0db26579ded	MAT1002	109	B	6
c66dcfc8e2fb034ae386e3fd3489deb795f43303dcc42192d279f030c339fcd450e23f7ed48ac93ea657fc959796db2ae5996e50e723f9bb23691f958fc5aeba	MAT1002	108	B	6
fc29990258e8df46012d71a696a5df18f6e0f9a7488f00c4aaabee1b4e9a1d935f14d2459ffe80754905bb9e8e12f5dacc1b83e1b018a6f13ef4fe30537e6b5	MAT1002	104	B	6
52c2404a92643ca499999fc86dbb1947952cbcfc8d52c5abd3dd0f8f98335406b97c654e615fba0af3afbd2bd71d80fe4cc094f9b7bf455cb733b23ef0b0a728	MAT1002	99	B	6
17603abfc8ff360b06983a90e4f0accbb8a6b3c6233c4dcc2fbeb92f30bbc5715f009bcd817d62b935bf23e4402e4bd08382756e97b6c05b3708793889d003e	MAT1002	124	B+	7
79412c0e6da1e70b71873db13a201d2d64d4a2971ba82aa791bff9daf6329fb6c7c0d2688b76ae03457a8044adb8cb90943944f4381597cf215a15f2ef7dbff1	MAT1002	95	C	5
2ffdd7f43f720b3ad55de8ca8e555ca643f3f931e8518c4a2f4c89f7e0a6f295ed8dd5348aad3052b45265c95ceb66721ea750adb3995010bdd5c7ac34ce90a3	MAT1002	89	C	5
3dcb2bd838a8132a0206afea80a56272f5c22182e31683e1f68feb5afdb33a3c0f57801e2d34a151c42dda5118def9eae1ee2fc3f896d94fd14a56f61022d1b9	MAT1002	111	B+	7
3e0bf855eeb93725142cc431dcb55232b696fa6d1c9e679aebe4e647de4139f0ba63ed7021de0c7ea3d220b4f4e13ab40823acb6eb7e114f4cf4a9509a76095	MAT1002	90	C	5
490a276680cbfc6393699165dc97562554b17eef227962ef0542dcff73e19ca23b8c662c9899ac43c79a8f830175ff43b03d6a319fe39022c09104d5e159e46c	MAT1002	102	B	6
125afed89f887704b2c589abafa253218dc35f731ffde23516c39e9a6c076036e1fded5e2e923edc2552dfd7e883a5ba443c02d10d223df4c4e2e5b321bcfb49	MAT1002	109	B	6
c761e724e82d11b348d681f14a121dcfdba761ea446f08c427c7537a153806b36515f2c1e9fa1ecc9476a503c748955cd1763d1a57fd5598bbc389eaed8fe22	MAT1002	88	C	5
a41252667d3ca1fad3ae57cd69e8334e17d3ff338102ae0cbe33ab5bd449c48be480926812d515423e69d509751af180802eb7d52721641f0e546024c33a552f	MAT1002	115	B+	7
117d01ff101a13894c706d84e677c0db7d9188b6e22db61b7d5d63fa10a6413fa37f3f2c0def49bb7cbf4a415b0dac9f0271e44cd198769150c43d5c8bd35b91	MAT1002	87	C	5
7992dc6499eeec4f5dc2a0496038cc80ab619c4f26b4482d4788d5ccf20513d4791b465163bb2b6683853cc9e949b30761686d9b80a0ab8ab486fefe9dc265d3	MAT1002	100	B	6
5d9ed42228d8672a31c82d93a679a24f917646fa50c5e33b950c49d29d655ee4538b8bf1463d0c7cc0ddf0db6e1e97f9e8c4669ea4956dfcb3262ce2d619ba1f	MAT1002	142	A	8
b7bd737e1d97c8e3ad5aedf43a5bc699301e062b68c2254b60234908b7c71ac57fc7b63b8f284115ae597741a99232223f071a8fa22c24ebbbe6db5811e77393	MAT1002	129	B+	7
9c9cb31276c4f702ef0fbf2577b13ac9031cff3c5d2781bb4e3d8690d1a2b652fb8aa3031fc53dc0c78e7c0f2a87a9dcff1162131874f27a547a83d55d0ce15a	MAT1002	145	A	8
59b9f0f8d35389d924ceebea69defb78fcae18184650eb53da088c4a309bc6668f2a0d531ce6e9e1f2daa8e87a238f170a2daf6d566078888859684c4a3b30b9	MAT1002	95	C	5
cc8f173df052578a1a13f0e30c45c79b30801e0e587722608df2ef93b4730a46ac10c30c2341857abf859ab516bd0c419c5aa394ebcf7411621850cfe0c846af	MAT1002	116	B+	7
758d5096e689d93e55b55d46e1b4f82f6da8d2700a3922985fe2ad0670725103bee7d8f294f460c6d1cb78d869dbc0d97eeab51ebb7db3e7e7392562f81fe06d	MAT1002	90	C	5
e705d2299e33bbb63420d0a91d5c399b69d737e0b1f50c5acd0818a19807c924d057c75201db86bd3ce2e9e0afb5c8de44ac8cf0775c2a8712ab5b77a7970814	MAT1002	124	B+	7
c10c27a8202fecedffdc7ded7abeed28577dbc7074346ef18edb144fe083a199f3d6acc7f9ebb13f673131b3810df6e30f9cfcdbc9b9d86ab0b86346159f49d2	MAT1002	131	B+	7
84c1bc6c8fe9fe0a8d72a63840f57aef1d89372a301448df776c09f35d8227f908b1a0cb412fe6eba52031f4788c42e56881a19accbba94f6836ef61a65149a9	MAT1002	93	C	5
b1c8aa2644292c54fb67baff95a6a5c5cfe1891c8025586220ef1ddd44eca3bf121377084ce89a20432718e14c803d7e52c962ecd2df4372ba9098fd5de4b5b7	MAT1002	178	O	10
585bf47c507f92f8f3ffae30782dd7d3998592d4bb5e49828c943ded464c27034cadad5815dc8dd87c25d8909a4c355dc5d5307a8d7d43057b3b2c4081829c62	MAT1002	135	A	8
95595dab80ec044e939d5deba4e26bec6662858858ab09ebc77bcaa8ae3542232ce6dc69750b5cc8c32068ce21591067accb582207077f7abc1ed19594b49c8c	MAT1002	104	B	6
46849bd651852942b2b2dcd14d2a199d5be5c03bdc189e71d58e7f53ad428064d6369884e53424ce1a3a363e4adc767ea8fa1cb31b7fce59f737fee4300ebab0	MAT1002	128	B+	7
867454fff3c9cfc988de827a28e4229f5cdc537413994c5f819442c0c4869e835ce3198e529b8507af9556fedcd5c417c79de1ebcd7788402e35a9019c2bdbc9	MAT1002	127	B+	7
f3a89f020823d66a6255ee65ab0068dc8f3535aeed75a8f8b760bee25a6ed24071525b541ebea4ced9c1df3e0378e7d2c0d58c549792eb1af10dbc982e3c2ccb	MAT1002	123	B+	7
2759659e90cff227258640b8818e3680057a838859b40f7395923e98427634a8355da2ef31bd852b03783232e7377bded6f4f8693168586dcca611d2c4c15ce2	MAT1002	158	A+	9
507f09a784de52451b12421d90aa847593d674c0831c8b80f72d0871c954e08e22864fa5d9dded7aa5e38598ac16e28d539a19d65cdb8de7fcdcdaecc69440b0	MAT1002	167	O	10
a9ed9dffae32be498d7adcf446abb38c74177c2f96c1c27257773446f81d5a8efee046abed2eab33accef5a40db3cf456f0ae15346f6a5458dba6c62b53f4260	MAT1002	171	O	10
5c2cc856f6dc0d2f71a989a36d14c90c161c62905277aec2463e2eb0a5aaedac3fcc27fe8546edebc7953fbcb51a1a08a8da58e33a6ead8bc92d178beef5d009	MAT1002	152	A+	9
f6afa30bffda7fa61d65c904a9365566b3c46fe8882e3b5538d0c89ab27d9e733c833c16223b734aa8caab64e3f86d27cce280cad11df8edd15b9d1aab7a6a71	MAT1002	121	B+	7
a64f232539bcb53c30eb1778e65654bf9202491aaed8bbcf7ee7ae96c9883296669bf66e130f8a6c56bc324bfb9d14a6c31d597639d322be5d37f95b39d48573	MAT1002	89	C	5
3360b0f423f1059c21025c6e415488182b44633617f46796678e207bde9e6aacd470bc35caa3488f4c7b2f42106d1c169d9cc1ad4cb53d95d6192853de044dd5	MAT1002	136	A	8
bea24a02bcc0a7ae6f129c186c46473c07587d80b74e02221f30b87266822bde758b8ac548b63c0cc4d767285cfd9b05b90b7db9dedaad0cb0c2dddeb862c560	MAT1002	186	O	10
6452376334ea2d33d139cbeb5bf0bcfb13ab880ebd5d18db207aa42e1590cf7f03373c666d72e41db6bd05cec5ea2ab9422dac286b03f59ff2cb3cab7b7dc73b	MAT1002	105	B	6
b975c91924d1e361ab34086af5cc9d2dac94bac76e942839bc98c54d7c0693142f63e44ff692d0b0942bddab742892b6655b427b40a2ec1aa5ffe6dd302fd775	MAT1002	112	B+	7
7add4bdd4d8a8ad6beffaaa6bf1a3bea2a863ae108ac3ca65507529c8c4bfdc0c2f33c2a2082dc43e9d2ca22bf6a8759e6c29cfd4961b08148b10889ba927b68	MAT1002	135	A	8
d3763e8922237a7943505c7574784c2eb7214280c44599b9fc3e804a61d3106b81a54b053c000bd5c102a014e93c052a3144478dac20fc83bd8b1b118a6ca9b2	MAT1002	165	O	10
6c5a7b65f0c5e81bc46b372a1622d8a9be3a66a4ae20990a79788fa02e625e8518c9585e30e67b96243de50986f0d6b59c0c568f42e8c2992f9471cd47c81e30	MAT1002	110	B+	7
1640fe95d5c86433331db326ec95becab9b90c6f0f8136382df1b489ba7989c05b56565fadb72e0bf611f3c09d8cc7eb74fb578cd2c05d581d853d528a57ce28	MAT1002	162	O	10
6c3e38fc85217d338182e5adfee4f4aff3cb50840704f7767c55cef79550b78e965aff104c86d0221557a71828273e246e47499132623ba333269c332388120c	MAT1002	95	C	5
d107809e76f20094e9a828826ab3342afd520be35c7f3fdf2056ab222b845a9f73cffbc17042598e9e776794ff52d4a3f26bf7eca7e3985e913a7e808be8314	MAT1002	121	B+	7
77085cb6f275cb2fa2cf201d01d4473eb737866664f54e74b4ca69f81f96be9aa19906714519eda689312d304f92b7c8fe5ea33bf1392ddec064aae7fa0f8937	MAT1002	102	B	6
5143655947a19d26e9c6dfe8b83d99f1d437781f04f68893d124226c657c892e9e9f9802d82f48269160f9a577137e12bf661d2fd8901574040198fa4faf2faf	MAT1002	123	B+	7
a8b90240133e8f37588f52c99dcad0b08f6d25a8b9dce1564c3033f337888e9f9490b043b9396bef7e90672f0516263f618be1b620583cf6367ccbe54e871bfc	MAT1002	97	B	6
b7a0f3a59f1939d318ab1ae10ac0ecf6da7a5df995086db5cabe08e27bc61f7dd27924f08cb32af8696219684e7092b15b4f03ba78c13c2a48d2ec1199fcedf6	MAT1002	158	A+	9
3649c382d2951ade8b25198b6364328ea0583106dd7166a21371caed0e380cb95159db9450ab5939652e1a223aed74a10d788e5a770be3b3a2ce56600842b2ca	MAT1002	93	C	5
3ef69a6d3055ac8490ca34fb81ecffea5c5f56f3d62041ec2a6a29bdc79863c4d9bd410fd41866473e009ecc40583f2f25e83326d0a38efdc0accf5d5ca682d9	MAT1002	89	C	5
ba59f3164125a5b10dbc6fb1025bd91941afb5af3964ec8f0b157226a6010a8eee7f0d724252dbe5a5f52efc6e478217a7f84583561080ae2d78c6f4d0a15348	MAT1002	143	A	8
32a28b085edb3a82573f4c8536d435cbe926a674df33eac8f0340c3e5a6ec922371b1ad9bd98b48a8a62065fcd7319a681b649c9341a606a9004ded087c444b5	MAT1002	139	A	8
c935c8f53a6433d9c346d2608f64653cd0fafd917ef459424a9924281e0191e69a9d270ccdc9dc9d11a3b6bc433b89473685e856d07355e8743a684c2e38e5fa	MAT1002	117	B+	7
e5ed7e798f034850acdf1e94b673b9fc0bb1b131d05c45c85dae777c9398bb5cf7f4873207323f0bff45c21e678654c962be0686aec9ca573ca295473febf3f9	MAT1002	90	C	5
6b244c6cb6380c9f32147316b710954540123db9b650057a276f4668879aaaacfa87fd1271e33c72a4d6605ea558c0d81e9b8d05c5018bb1236611bb7b0ba303	MAT1002	94	C	5
5beffdcfea4e1c005f218b8d9fe738c801c5be827269e69b6f0ca3ad6f5c03f114c1e8ce6df8dd60abfb42745d580768cd77df003dc782331df32fe596b3a325	MAT1002	105	B	6
49eae0e46352be00a6ada513db3523bb3ee8864e09896303a7546c5550e9f9a5252560b5aa3c2733f2393172f4ab45e38b0de4d2bd6ff86100933906d443ba81	MAT1002	91	C	5
2d98f009b9c2f781d846a359fb9d874d8106ce57db22a73e7b27925d3543f10f1de76c80c08c743f6401fbd4c2f5e4c64d7ab4d57c8d1b1e3e90710d75141620	MAT1002	83	D	4
d177614f726ec6f03a4dbd8e7e47d67b2ef8877dd04923672ee47af2609e8f63683a6fbb9c92171b7827084847b61d76a79fead63b596c7ba8d4baeb54b0a342	MAT1002	86	C	5
1f6050c44a0a861342b24cbc2d99a6e2f33422ab93f4d8de483e89cde563735a7d383c2d1ac2d742aa04e0ab31114307a684d58c675a7d1ad0af65b92e552335	MAT1002	87	C	5
780ea9588fbfd2401b81b0ede1ce239befc513aa57e9166e660654f6feb0cf5a30c35dac1910e8c2f337e791d47c63d71e51f21508b67a789848e4a58b6705df	MAT1002	107	B	6
4325848a76de27483c2281180d23aaf6aad8261caeafebde64f2ce4f361f33863574ebc15d12523f988b5f30e1cb35217bad5afcbc57b7b6c262b781648fb98f	MAT1002	94	C	5
e7727510f67ce9f9b2c1bd44acb969e1e22e02b7cc15b8f26b154daf1ece68ebb3e944ccdf7212398df86243273a7cc44964d42f8cff8737ffcd04de8c11342	MAT1002	107	B	6
faa299e2177254155063dd748176556d20dcbd501877075766181dcdcc582176dbf558dcc270d22226973b8e5f3cdbc406b0fad47039cb2b74e253bef8983fb0	MAT1002	134	B+	7
cb0703447089ddfe98382831ba88061f069e298b0b406b9d68ac5b0540de6810bea55421820d75bbaab682f75623a3841065c2845b9d7fea2dfd929a05d8531b	MAT1002	90	C	5
3728198b044384deb316ccf5ee38862b4a08a5d7c1c3ae7a516384ae787905030368f5b2ae02df150e748c19ab160411e8056ce59e77dacbb9abcab60cf0ba69	MAT1002	92	C	5
b59d3c653c61eb4fdee450a0b58e016564ced55fb63a6342ecb0d27eba6f6edc9f15912815c9df9926263e04b0a7c0ff6d0cd7d28dff386836dda07615aa8559	MAT1002	92	C	5
bdbc662fe3902d0cd8a2fbcd5917e4527feb62e174b555ae0b1acba9dbf8d37367da83b5d8cb4711f45a744de086d21761f7e00118e6ce81149929a91f407067	MAT1002	108	B	6
b16c7e73e4e8200449f91ba92f2a070fd045e8e27bc26005c6ebcd16c2ddf6a607b387c891f2ae6a9d160f4aea3c9974e1ea5f154722a95e13f67fdf8d636582	MAT1002	134	B+	7
efaa7dd5cb550e20c0858f50c809f806992fe3fd725590a45f6168fb801923da3b40d0972be120ce615429a46c0700d1df26aacda636df7f8455def36d2d85ea	MAT1002	94	C	5
7fbf1c94fcd65511336d9b1d974852149855752b2c65df95f7a341f1585a31686c9bee144b6d73d87558491ce4ebd4ce091164fcf9d029797df5e2671dceaa00	MAT1002	91	C	5
6a1f8fbfb034d6082b576f297313f55be394855985a99fed676c35b5694cd4e938f526e0cabf33aa70b99da4553d642b61b61b09f0ffbb656c26223900cf08ae	MAT1002	101	B	6
9797a82eb824ff4179b6154c36915f8925613a6650f7d09141d4d82c898224eb9231009c65fc39470ac64264cd61964674af3bbb882dee07b42e0bd3ccf4798a	MAT1002	118	B+	7
d69eb75e53371d867cbdae4ad197c0245252c817df6cbaa67ba21fe7ff1f4036c39c58c4c45e3258b6dd38b322bb430f5159764349e32ccdf773b16fc8cc9681	MAT1002	145	A	8
5f3df218c663b8d19be9a43d1685967210390c022097b28776cfac170c621d256d098ecb9551c8ea4b98f2819d452d6d391e3bf85be258e2915c6c49f718d6c0	MAT1002	93	C	5
